rank,profile,name,url,state,revenue,growth_%,industry,workers,previous_workers,founded,yrs_on_list,metro,city,total_workers
1042,https://www.inc.com/profile/amazing-lash-studio,Amazing Lash Studio,http://amazinglashstudio.com,AZ,11600000,402.9689,Consumer Products & Services,181,12,2010,2,Phoenix,Scottsdale,193
1043,https://www.inc.com/profile/revolutionparts,RevolutionParts,revolutionparts.com,AZ,8100000,400.7489,Software,65,16,2013,3,Phoenix,Phoenix,81
1044,https://www.inc.com/profile/metropolitan-interactive,Metropolitan interactive,metinteractive.com,CT,15000000,400.4688,Construction,24,12,2013,2,Unknown,Oxford,36
1045,https://www.inc.com/profile/a1-garage-door-service-and-repair,A1 Garage Door Service and Repair,a1garage.com,AZ,28200000,399.7031,Consumer Products & Services,180,54,2007,2,Phoenix,Tempe,234
1046,https://www.inc.com/profile/triumph-construction,Triumph Construction,triumphconstructionbr.com,LA,4600000,399.5549,Construction,25,5,2009,1,"Baton Rouge, LA",Baton Rouge,30
1047,https://www.inc.com/profile/verde-solutions,Verde Solutions,verdesolutions.com,IL,6600000,399.2196,Energy,14,4,2012,3,Chicago,Chicago,18
1048,https://www.inc.com/profile/high-road-craft-ice-cream,High Road Craft Ice Cream,highroadcraft.com,GA,15300000,399.1759,Food & Beverage,45,30,2010,4,Atlanta,Marietta,75
1049,https://www.inc.com/profile/world-services,World Services,world-servicesllc.com,VA,3900000,399.0164,Government Services,25,5,2010,3,"Washington, DC",Alexandria,30
1050,https://www.inc.com/profile/fire-brilliance,Fire & Brilliance,http://fireandbrilliance.com,CA,3200000,398.8996,Retail,15,2,2010,1,San Jose,Santa Clara,17
1051,https://www.inc.com/profile/shockoe,Shockoe.com,http://shockoe.com,VA,4100000,398.8814,Software,38,12,2010,3,"Richmond, VA",Richmond,50
1052,https://www.inc.com/profile/zaniboni-lighting,Zaniboni Lighting,zanibonilighting.com,FL,6700000,398.4948,Manufacturing,51,17,2014,2,Tampa,Clearwater,68
1053,https://www.inc.com/profile/swenson-he,Swenson He,swensonhe.com,CA,4700000,398.3363,Software,19,6,2014,1,Los Angeles,Culver City,25
1054,https://www.inc.com/profile/greycastle-security,GreyCastle Security,greycastlesecurity.com,NY,9200000,398.2465,Security,62,10,2011,3,"Albany-Schenectady-Troy, NY",Troy,72
1055,https://www.inc.com/profile/drive-social-media,Drive Social Media,drivesocialnow.com,MO,7800000,397.5,Advertising & Marketing,83,30,2012,3,"St. Louis, MO-IL",St Louis,113
1056,https://www.inc.com/profile/phoenix-logistics,Phoenix Logistics,phxlogistics.com,AZ,33500000,397.3707,Manufacturing,257,55,1991,2,Phoenix,Mesa,312
1057,https://www.inc.com/profile/trueit,TrueIT,trueit.com,ND,12100000,396.7941,IT Management,58,23,2012,3,Unknown,West Fargo,81
1058,https://www.inc.com/profile/embark,Embark,embarkwithus.com,TX,7400000,395.9704,Financial Services,62,10,2010,2,Dallas,Dallas,72
1059,https://www.inc.com/profile/mynt-systems,Mynt Systems,myntsystems.com,CA,7900000,395.8007,Engineering,17,7,2014,1,Unknown,SANTA CRUZ,24
1060,https://www.inc.com/profile/breeze-it,Breeze IT,breezeit.com,CA,13600000,395.0837,IT Management,18,8,2010,3,Los Angeles,Costa Mesa,26
1061,https://www.inc.com/profile/sustainable-comfort,Sustainable Comfort,greenrater.com,MA,3700000,394.5644,Construction,31,5,2014,1,Unknown,Worcester,36
1062,https://www.inc.com/profile/tgw-company,TGW Company,tgwcompany.com,MI,3600000,393.9613,Consumer Products & Services,8,2,2014,2,"Ann Arbor, MI",Ann Arbor,10
1063,https://www.inc.com/profile/johnson-roofing-restoration,Johnson Roofing & Restoration,johnsonroofs.com,OH,5400000,393.8611,Construction,17,5,2006,2,Unknown,Toledo,22
1063,https://www.inc.com/profile/street-smart-transmission,Street Smart Transmission,streetsmarttransmission.com,FL,7500000,393.7764,Retail,17,10,2011,3,Tampa,Tampa,27
1064,https://www.inc.com/profile/bestica,Bestica,bestica.com,TX,15700000,393.7102,IT Management,200,70,2005,2,"San Antonio, TX",San Antonio,270
1065,https://www.inc.com/profile/raymer-oil-company,Raymer Oil Company,fastphils.net,NC,153200000,393.6153,Retail,350,75,1945,3,Unknown,Statesville,425
1066,https://www.inc.com/profile/tickpick,TickPick,tickpick.com,NJ,117600000,393.4736,Consumer Products & Services,26,7,2011,4,New York City,New York,33
1067,https://www.inc.com/profile/the-kool-source,The Kool Source,thekoolsource.net,GA,5000000,393.3721,Advertising & Marketing,2,1,2013,1,Atlanta,Atlanta,3
1068,https://www.inc.com/profile/sunken-stone,Sunken Stone,sunkenstone.com,CA,21500000,393.2515,Advertising & Marketing,22,2,2009,2,San Diego,San Diego,24
1069,https://www.inc.com/profile/camrock-oil-supply,Camrock Oil & Supply,camrocksupply.com,OK,2500000,392.4645,Energy,9,3,2014,1,Unknown,Elk city,12
1070,https://www.inc.com/profile/spinutech,Spinutech,spinutech.com,IA,15400000,392.1356,Advertising & Marketing,59,26,2000,2,Unknown,Cedar Falls,85
1071,https://www.inc.com/profile/blueprint-consulting-services,Blueprint Consulting Services,blueprintcsg.com,DC,12200000,391.504,Government Services,70,8,2011,1,"Washington, DC",Washington,78
1072,https://www.inc.com/profile/sante-realty-investments,Sante Realty Investments,http://santerealty.com,AZ,14500000,390.7107,Real Estate,70,10,2009,4,Phoenix,Chandler,80
1073,https://www.inc.com/profile/prime-therapeutics,Prime Therapeutics,http://primetherapeutics.com,MN,21400000000,390.5654,Health,3300,3900,1998,8,Minneapolis,Eagan,7200
1074,https://www.inc.com/profile/engage3,Engage3,engage3.com,CA,5600000,390.4005,Software,37,12,2008,3,"Sacramento, CA",DAVIS,49
1075,https://www.inc.com/profile/mark-sanders---alrossa,Mark Sanders - Alrossa,alrossa.com,NY,9000000,390.0143,Retail,10,1,2015,1,New York City,Brooklyn,11
1076,https://www.inc.com/profile/income-store,Income Store,incomestore.com,PA,50700000,389.3853,Advertising & Marketing,120,35,2009,6,Chicago,Lancaster,155
1077,https://www.inc.com/profile/autonomous-media,Autonomous Media,insideunmanned.com,NJ,2200000,388.2266,Media,15,2,2014,1,New York City,Red Bank,17
1078,https://www.inc.com/profile/aiir-consulting,AIIR Consulting,aiirconsulting.com,PA,3900000,387.6855,Business Products & Services,12,4,2009,1,Philadelphia,Bala Cynwyd,16
1079,https://www.inc.com/profile/callrail,CallRail,callrail.com,GA,30400000,387.4513,Software,167,33,2011,4,Atlanta,Atlanta,200
1080,https://www.inc.com/profile/pendant-automation,Pendant Automation,pendantautomation.com,MD,3400000,387.3514,Engineering,11,6,2006,2,"Washington, DC",Havre de Grace,17
1081,https://www.inc.com/profile/channel-factory,Channel Factory,channelfactory.com,CA,63600000,387.143,Advertising & Marketing,43,35,2010,5,Los Angeles,Beverly Hills,78
1082,https://www.inc.com/profile/axiom-path,Axiom Path,axiompath.com,NC,2100000,386.9726,IT Management,27,3,2014,1,Charlotte,Charlotte,30
1083,https://www.inc.com/profile/agape-luxury-corp,Agape Luxury Corp,agapetransportation.com,NY,43700000,386.8722,Logistics & Transportation,60,25,2012,1,New York City,Bronx,85
1084,https://www.inc.com/profile/tk-trailer-parts,TK Trailer Parts,thetrailerpartsoutlet.com,TX,4700000,386.871,Retail,12,3,2014,2,Unknown,Madisonville,15
1085,https://www.inc.com/profile/saasoptics,SaaSOptics,saasoptics.com,GA,4300000,386.6766,Software,58,7,2009,2,Atlanta,Peachtree Corners,65
1086,https://www.inc.com/profile/repsly,Repsly,repsly.com,MA,4500000,386.5655,Software,50,15,2008,1,Boston,Boston,65
1087,https://www.inc.com/profile/newmedia,Newmedia,http://newmedia.com,CO,9900000,386.115,Advertising & Marketing,80,30,2001,4,Denver,Denver,110
1088,https://www.inc.com/profile/towel-tracker,Towel Tracker,toweltracker.com,MI,2500000,385.753,Business Products & Services,13,10,2009,1,Unknown,Grand Rapids,23
1089,https://www.inc.com/profile/fountainhead-commercial-capital,Fountainhead Commercial Capital,fountainhead504.com,FL,4500000,385.2364,Financial Services,12,4,2015,1,"Orlando, FL",Lake Mary,16
1090,https://www.inc.com/profile/keystone-perfusion-services-pc,"Keystone Perfusion Services, PC",keystoneperfusion.com,PA,3200000,385.0933,Health,35,8,2012,1,Unknown,Mountain Top,43
1091,https://www.inc.com/profile/credit-suite,Credit Suite,creditsuite.com,FL,5400000,384.7675,Business Products & Services,34,6,2014,1,Tampa,Land O' Lakes,40
1092,https://www.inc.com/profile/avanti-industries,Avanti Industries,avantiwindow.com,AZ,43800000,384.7069,Manufacturing,280,88,2014,2,Phoenix,Glendale,368
1093,https://www.inc.com/profile/beautique,Beautique,shop-beautique.com,SD,2700000,384.4913,Retail,20,4,2014,1,Unknown,Brandon,24
1094,https://www.inc.com/profile/zquared,Zquared,http://zquared.com,MO,31400000,384.4526,Retail,15,7,2010,1,"St. Louis, MO-IL",Saint Peters,22
1095,https://www.inc.com/profile/vibe-kayaks,Vibe Kayaks,vibekayaks.com,GA,10300000,382.764,Consumer Products & Services,14,7,2013,2,Atlanta,Woodstock,21
1096,https://www.inc.com/profile/dataclover,DataClover,dataclover.com,GA,3300000,382.4098,Software,22,8,2014,1,Atlanta,Atlanta,30
1097,https://www.inc.com/profile/lone-cone,Lone Cone,lonecone.com,ID,14400000,382.0109,Retail,18,2,2013,4,"Boise City-Nampa, ID",Boise,20
1098,https://www.inc.com/profile/fresh-prints,Fresh Prints,freshprints.com,NY,6300000,381.9331,Consumer Products & Services,45,4,2009,3,New York City,New York,49
1099,https://www.inc.com/profile/tek-leaders,Tek Leaders,tekleaders.com,TX,24000000,381.3763,IT Management,226,73,2008,2,Dallas,Plano,299
1100,https://www.inc.com/profile/swig,Swig,swiglife.com,VA,17700000,381.1845,Consumer Products & Services,24,6,2008,2,"Richmond, VA",richmond,30
1101,https://www.inc.com/profile/lensdirectcom,LensDirect.com,lensdirect.com,NY,6900000,381.1284,Health,20,5,1992,3,New York City,Garden City,25
1102,https://www.inc.com/profile/apex-air,Apex Air,apexairco.com,WA,10300000,381.1018,Construction,50,19,2014,2,Unknown,Vancouver,69
1103,https://www.inc.com/profile/ignite-visibility,Ignite Visibility,ignitevisibility.com,CA,9400000,379.8407,Advertising & Marketing,55,20,2012,3,San Diego,San Diego,75
1104,https://www.inc.com/profile/snapsheet,Snapsheet,snapsheetclaims.com,IL,37300000,379.4527,Insurance,497,120,2010,1,Chicago,Chicago,617
1105,https://www.inc.com/profile/freeus,Freeus,freeus.com,UT,31200000,379.0387,Security,30,11,2008,1,"Ogden-Clearfield, UT",Ogden,41
1106,https://www.inc.com/profile/dma-holdings,DMA Holdings,dmagoodpoint.com,NC,60200000,378.6085,Manufacturing,84,32,2008,3,Unknown,Tabor CIty,116
1107,https://www.inc.com/profile/resident360,Resident360,resident360.com,CA,2800000,378.3752,Real Estate,14,4,2011,1,San Diego,San Diego,18
1108,https://www.inc.com/profile/core-living,Core Living,corelivingcos.com,MN,3300000,377.6341,Real Estate,70,5,2013,1,Minneapolis,Minneapolis,75
1109,https://www.inc.com/profile/encore-search-partners,Encore Search Partners,encoresearch.com,TX,4200000,377.4607,Human Resources,16,6,2010,2,Houston,Houston,22
1110,https://www.inc.com/profile/enableit,EnableIT,enableit.us.com,NY,21900000,376.5794,Security,150,70,2010,2,New York City,New York,220
1111,https://www.inc.com/profile/liquid-bottles,Liquid Bottles,http://liquidbottles.com,FL,7300000,376.3898,Business Products & Services,16,8,2014,1,"Sarasota-Bradenton-Venice, FL",Bradenton,24
1112,https://www.inc.com/profile/politemail-software,PoliteMail Software,politemail.com,NH,5900000,376.3429,Software,28,10,2006,2,Boston,Greenland,38
1113,https://www.inc.com/profile/grain-barrel-spirits,Grain & Barrel Spirits,grainandbarrel.com,FL,3000000,375.5141,Food & Beverage,11,4,2012,1,Miami,West Palm Beach,15
1114,https://www.inc.com/profile/united-energy-services,United Energy Services,unitedenergyservices.com,FL,16600000,374.4754,Energy,15,7,2011,2,Unknown,Gainesville,22
1115,https://www.inc.com/profile/taskus,TaskUs,taskus.com,CA,254200000,373.5557,Business Products & Services,14098,4900,2008,7,Los Angeles,Santa Monica,18998
1116,https://www.inc.com/profile/ceros,Ceros,ceros.com,NY,14600000,372.7533,Software,156,37,2012,2,New York City,New York,193
1117,https://www.inc.com/profile/axle-logistics,Axle Logistics,axlelogistics.com,TN,81600000,372.3771,Logistics & Transportation,66,19,2012,4,Unknown,Knoxville,85
1118,https://www.inc.com/profile/barratt-asset-management,Barratt Asset Management,barrattassetmanagement.com,IN,4000000,372.0843,Real Estate,70,12,2010,2,"Indianapolis, IN",Indianapolis,82
1119,https://www.inc.com/profile/zivelo,Zivelo,http://zivelo.com,AZ,46700000,371.5162,Computer Hardware,58,25,2008,5,Phoenix,Scottsdale,83
1120,https://www.inc.com/profile/trinity-air-medical,Trinity Air Medical,trinityairmedical.com,AZ,8500000,371.3171,Logistics & Transportation,40,12,2013,3,Phoenix,Tempe,52
1121,https://www.inc.com/profile/nuvolo,Nuvolo,nuvolo.com,NJ,12200000,371.2684,Software,131,44,2014,2,New York City,Paramus,175
1122,https://www.inc.com/profile/foundry-outdoors,Foundry Outdoors,foundryoutdoors.com,NY,2200000,371.031,Retail,6,1,2015,1,New York City,Brooklyn,7
1123,https://www.inc.com/profile/vpak,Vpak,vpak.com,NY,4100000,370.7026,Advertising & Marketing,20,7,2010,2,New York City,East Hampton,27
1124,https://www.inc.com/profile/buildout,Buildout,buildout.com,IL,7600000,370.6067,Software,74,16,2010,3,Chicago,Chicago,90
1125,https://www.inc.com/profile/mediacrossing,MediaCrossing,mediacrossing.com,CT,17300000,370.5057,Advertising & Marketing,21,11,2012,2,"Bridgeport-Stamford-Norwalk, CT",Stamford,32
1126,https://www.inc.com/profile/vinformatix,Vinformatix,vinformatix.com,LA,3200000,370.1826,Software,25,10,2008,1,"Baton Rouge, LA",Baton Rouge,35
1127,https://www.inc.com/profile/splash,Splash,splashthat.com,NY,14200000,369.9685,Advertising & Marketing,147,41,2011,1,New York City,New York,188
1128,https://www.inc.com/profile/connect-media,Connect Media,connect.media,CA,2300000,369.7252,Media,19,4,2014,1,Los Angeles,Los Angeles,23
1129,https://www.inc.com/profile/construction-cost-management,Construction Cost Management,buildcostcontrol.com,TX,2100000,369.5461,Engineering,15,6,1979,1,Dallas,Fort Worth,21
1130,https://www.inc.com/profile/nextlink-internet,Nextlink Internet,nextlinkinternet.com,TX,25600000,369.2529,Telecommunications,221,38,2012,2,Dallas,Hudson Oaks,259
1131,https://www.inc.com/profile/college-hunks-hauling-junk-and-moving-west-chester-pa,"College Hunks Hauling Junk and Moving (West Chester, Penn.)",http://collegehunkshaulingjunk.com/philadelphia,PA,2700000,369.2273,Consumer Products & Services,50,15,2011,2,Philadelphia,West Chester,65
1132,https://www.inc.com/profile/verato,Verato,verato.com,VA,12800000,368.8942,Software,53,35,2012,1,"Washington, DC",McLean,88
1133,https://www.inc.com/profile/spilt-ink-slc,Spilt Ink SLC,hugebrands.com,UT,3800000,368.1372,Manufacturing,42,9,2010,1,Salt Lake City,Salt Lake City,51
1134,https://www.inc.com/profile/southwest-site-services,Southwest Site Services,swssusa.com,CA,5200000,367.9867,Construction,40,11,2012,1,"Inland Empire, CA",RIVERSIDE,51
1135,https://www.inc.com/profile/lever1,Lever1,lever1.com,MO,116600000,367.6074,Human Resources,25,16,2012,3,"Kansas City, MO-KS",Kansas City,41
1136,https://www.inc.com/profile/siege-media,Siege Media,siegemedia.com,CA,5000000,367.1459,Advertising & Marketing,62,9,2012,3,San Diego,San Diego,71
1137,https://www.inc.com/profile/quiroga-law-office-pllc,Quiroga Law Office,http://quirogalawoffice.com,WA,2200000,367.1438,Government Services,42,7,2009,1,Unknown,Spokane Valley,49
1138,https://www.inc.com/profile/bluechip-retail,Bluechip Retail,furgoodnessake.com,NC,3700000,366.8126,Consumer Products & Services,5,1,2015,1,Charlotte,Waxhaw,6
1139,https://www.inc.com/profile/avtec-homes,Avtec Homes,avtechomes.com,FL,19900000,366.722,Construction,19,8,2005,3,Unknown,Palm Bay,27
1140,https://www.inc.com/profile/bloomnation,BloomNation,bloomnation.com,CA,61300000,366.0507,Software,48,30,2010,1,Los Angeles,Santa Monica,78
1141,https://www.inc.com/profile/western-peaks-logistics,Western Peaks Logistics,deliverthewest.com,UT,50600000,365.6395,Logistics & Transportation,185,65,2007,4,Salt Lake City,Salt Lake City,250
1142,https://www.inc.com/profile/360-risk-partners-insurance-solutions,360 Risk Partners Insurance Solutions,360riskpartners.com,CA,2200000,365.3979,Insurance,5,9,2012,1,Unknown,Sacramento,14
1143,https://www.inc.com/profile/beauty-barrage,Beauty Barrage,http://beautybarrage.com,CA,6000000,364.5423,Consumer Products & Services,24,3,2015,1,Los Angeles,Newport Beach,27
1144,https://www.inc.com/profile/visual-computer-solutions,Visual Computer Solutions,vcssoftware.com,NJ,11100000,363.6765,Software,25,14,1998,2,New York City,FREEHOLD,39
1145,https://www.inc.com/profile/lexitas,Lexitas,lexitaslegal.com,TX,101200000,363.1685,Business Products & Services,429,78,1987,5,Houston,Houston,507
1146,https://www.inc.com/profile/purchasing-platform,Purchasing Platform,purchasingplatform.com,IL,4200000,363.016,Real Estate,18,3,2012,1,Chicago,Chicago,21
1147,https://www.inc.com/profile/javelin-group,Javelin Group,javelindc.com,VA,10400000,361.6793,Media,12,5,2012,1,"Washington, DC",Alexandria,17
1148,https://www.inc.com/profile/big-idea-technology,Big Idea Technology,bigideatech.com,NY,4700000,361.4736,IT Management,20,4,2015,1,New York City,New York,24
1149,https://www.inc.com/profile/total-technology-results,Total Technology Results,totaltr.com,CA,33700000,360.5031,Computer Hardware,78,6,2011,2,San Diego,San Marcos,84
1150,https://www.inc.com/profile/clearview-business-intelligence,Clearview Business Intelligence,clearviewlive.com,UT,4500000,360.3298,Software,50,20,2012,2,"Ogden-Clearfield, UT",Roy,70
1151,https://www.inc.com/profile/index-analytics,Index Analytics,index-analytics.com,MD,9800000,360.0022,Government Services,52,10,2012,2,Baltimore,Baltimore,62
